DateID,Date,DayofWeek,Month,Quarter,Year,isWeekend
20210401,04/01/21,Thursday,4,2,2021,FALSE
20210402,04/02/21,Friday,4,2,2021,FALSE
20210403,04/03/21,Saturday,4,2,2021,TRUE
20210404,04/04/21,Sunday,4,2,2021,TRUE
20210405,04/05/21,Monday,4,2,2021,FALSE
20210406,04/06/21,Tuesday,4,2,2021,FALSE
20210407,04/07/21,Wednesday,4,2,2021,FALSE
20210408,04/08/21,Thursday,4,2,2021,FALSE
20210409,04/09/21,Friday,4,2,2021,FALSE
20210410,04/10/21,Saturday,4,2,2021,TRUE
20210411,04/11/21,Sunday,4,2,2021,TRUE
20210412,04/12/21,Monday,4,2,2021,FALSE
20210413,04/13/21,Tuesday,4,2,2021,FALSE
20210414,04/14/21,Wednesday,4,2,2021,FALSE
20210415,04/15/21,Thursday,4,2,2021,FALSE
20210416,04/16/21,Friday,4,2,2021,FALSE
20210417,04/17/21,Saturday,4,2,2021,TRUE
20210418,04/18/21,Sunday,4,2,2021,TRUE
20210419,04/19/21,Monday,4,2,2021,FALSE
20210420,04/20/21,Tuesday,4,2,2021,FALSE
20210421,04/21/21,Wednesday,4,2,2021,FALSE
20210422,04/22/21,Thursday,4,2,2021,FALSE
20210423,04/23/21,Friday,4,2,2021,FALSE
20210424,04/24/21,Saturday,4,2,2021,TRUE
20210425,04/25/21,Sunday,4,2,2021,TRUE
20210426,04/26/21,Monday,4,2,2021,FALSE
20210427,04/27/21,Tuesday,4,2,2021,FALSE
20210428,04/28/21,Wednesday,4,2,2021,FALSE
20210429,04/29/21,Thursday,4,2,2021,FALSE
20210430,04/30/21,Friday,4,2,2021,FALSE
20210501,05/01/21,Saturday,5,2,2021,TRUE
20210502,05/02/21,Sunday,5,2,2021,TRUE
20210503,05/03/21,Monday,5,2,2021,FALSE
20210504,05/04/21,Tuesday,5,2,2021,FALSE
20210505,05/05/21,Wednesday,5,2,2021,FALSE
20210506,05/06/21,Thursday,5,2,2021,FALSE
20210507,05/07/21,Friday,5,2,2021,FALSE
20210508,05/08/21,Saturday,5,2,2021,TRUE
20210509,05/09/21,Sunday,5,2,2021,TRUE
20210510,05/10/21,Monday,5,2,2021,FALSE
20210511,05/11/21,Tuesday,5,2,2021,FALSE
20210512,05/12/21,Wednesday,5,2,2021,FALSE
20210513,05/13/21,Thursday,5,2,2021,FALSE
20210514,05/14/21,Friday,5,2,2021,FALSE
20210515,05/15/21,Saturday,5,2,2021,TRUE
20210516,05/16/21,Sunday,5,2,2021,TRUE
20210517,05/17/21,Monday,5,2,2021,FALSE
20210518,05/18/21,Tuesday,5,2,2021,FALSE
20210519,05/19/21,Wednesday,5,2,2021,FALSE
20210520,05/20/21,Thursday,5,2,2021,FALSE
20210521,05/21/21,Friday,5,2,2021,FALSE
20210522,05/22/21,Saturday,5,2,2021,TRUE
20210523,05/23/21,Sunday,5,2,2021,TRUE
20210524,05/24/21,Monday,5,2,2021,FALSE
20210525,05/25/21,Tuesday,5,2,2021,FALSE
20210526,05/26/21,Wednesday,5,2,2021,FALSE
20210527,05/27/21,Thursday,5,2,2021,FALSE
20210528,05/28/21,Friday,5,2,2021,FALSE
20210529,05/29/21,Saturday,5,2,2021,TRUE
20210530,05/30/21,Sunday,5,2,2021,TRUE
20210531,05/31/21,Monday,5,2,2021,FALSE
20210601,06/01/21,Tuesday,6,2,2021,FALSE
20210602,06/02/21,Wednesday,6,2,2021,FALSE
20210603,06/03/21,Thursday,6,2,2021,FALSE
20210604,06/04/21,Friday,6,2,2021,FALSE
20210605,06/05/21,Saturday,6,2,2021,TRUE
20210606,06/06/21,Sunday,6,2,2021,TRUE
20210607,06/07/21,Monday,6,2,2021,FALSE
20210608,06/08/21,Tuesday,6,2,2021,FALSE
20210609,06/09/21,Wednesday,6,2,2021,FALSE
20210610,06/10/21,Thursday,6,2,2021,FALSE
20210611,06/11/21,Friday,6,2,2021,FALSE
20210612,06/12/21,Saturday,6,2,2021,TRUE
20210613,06/13/21,Sunday,6,2,2021,TRUE
20210614,06/14/21,Monday,6,2,2021,FALSE
20210615,06/15/21,Tuesday,6,2,2021,FALSE
20210616,06/16/21,Wednesday,6,2,2021,FALSE
20210617,06/17/21,Thursday,6,2,2021,FALSE
20210618,06/18/21,Friday,6,2,2021,FALSE
20210619,06/19/21,Saturday,6,2,2021,TRUE
20210620,06/20/21,Sunday,6,2,2021,TRUE
20210621,06/21/21,Monday,6,2,2021,FALSE
20210622,06/22/21,Tuesday,6,2,2021,FALSE
20210623,06/23/21,Wednesday,6,2,2021,FALSE
20210624,06/24/21,Thursday,6,2,2021,FALSE
20210625,06/25/21,Friday,6,2,2021,FALSE
20210626,06/26/21,Saturday,6,2,2021,TRUE
20210627,06/27/21,Sunday,6,2,2021,TRUE
20210628,06/28/21,Monday,6,2,2021,FALSE
20210629,06/29/21,Tuesday,6,2,2021,FALSE
20210630,06/30/21,Wednesday,6,2,2021,FALSE
20210701,07/01/21,Thursday,7,3,2021,FALSE
20210702,07/02/21,Friday,7,3,2021,FALSE
20210703,07/03/21,Saturday,7,3,2021,TRUE
20210704,07/04/21,Sunday,7,3,2021,TRUE
20210705,07/05/21,Monday,7,3,2021,FALSE
20210706,07/06/21,Tuesday,7,3,2021,FALSE
20210707,07/07/21,Wednesday,7,3,2021,FALSE
20210708,07/08/21,Thursday,7,3,2021,FALSE
20210709,07/09/21,Friday,7,3,2021,FALSE
20210710,07/10/21,Saturday,7,3,2021,TRUE
20210711,07/11/21,Sunday,7,3,2021,TRUE
20210712,07/12/21,Monday,7,3,2021,FALSE
20210713,07/13/21,Tuesday,7,3,2021,FALSE
20210714,07/14/21,Wednesday,7,3,2021,FALSE
20210715,07/15/21,Thursday,7,3,2021,FALSE
20210716,07/16/21,Friday,7,3,2021,FALSE
20210717,07/17/21,Saturday,7,3,2021,TRUE
20210718,07/18/21,Sunday,7,3,2021,TRUE
20210719,07/19/21,Monday,7,3,2021,FALSE
20210720,07/20/21,Tuesday,7,3,2021,FALSE
20210721,07/21/21,Wednesday,7,3,2021,FALSE
20210722,07/22/21,Thursday,7,3,2021,FALSE
20210723,07/23/21,Friday,7,3,2021,FALSE
20210724,07/24/21,Saturday,7,3,2021,TRUE
20210725,07/25/21,Sunday,7,3,2021,TRUE
20210726,07/26/21,Monday,7,3,2021,FALSE
20210727,07/27/21,Tuesday,7,3,2021,FALSE
20210728,07/28/21,Wednesday,7,3,2021,FALSE
20210729,07/29/21,Thursday,7,3,2021,FALSE
20210730,07/30/21,Friday,7,3,2021,FALSE
20210731,07/31/21,Saturday,7,3,2021,TRUE
20210801,08/01/21,Sunday,8,3,2021,TRUE
20210802,08/02/21,Monday,8,3,2021,FALSE
20210803,08/03/21,Tuesday,8,3,2021,FALSE
20210804,08/04/21,Wednesday,8,3,2021,FALSE
20210805,08/05/21,Thursday,8,3,2021,FALSE
20210806,08/06/21,Friday,8,3,2021,FALSE
20210807,08/07/21,Saturday,8,3,2021,TRUE
20210808,08/08/21,Sunday,8,3,2021,TRUE
20210809,08/09/21,Monday,8,3,2021,FALSE
20210810,08/10/21,Tuesday,8,3,2021,FALSE
20210811,08/11/21,Wednesday,8,3,2021,FALSE
20210812,08/12/21,Thursday,8,3,2021,FALSE
20210813,08/13/21,Friday,8,3,2021,FALSE
20210814,08/14/21,Saturday,8,3,2021,TRUE
20210815,08/15/21,Sunday,8,3,2021,TRUE
20210816,08/16/21,Monday,8,3,2021,FALSE
20210817,08/17/21,Tuesday,8,3,2021,FALSE
20210818,08/18/21,Wednesday,8,3,2021,FALSE
20210819,08/19/21,Thursday,8,3,2021,FALSE
20210820,08/20/21,Friday,8,3,2021,FALSE
20210821,08/21/21,Saturday,8,3,2021,TRUE
20210822,08/22/21,Sunday,8,3,2021,TRUE
20210823,08/23/21,Monday,8,3,2021,FALSE
20210824,08/24/21,Tuesday,8,3,2021,FALSE
20210825,08/25/21,Wednesday,8,3,2021,FALSE
20210826,08/26/21,Thursday,8,3,2021,FALSE
20210827,08/27/21,Friday,8,3,2021,FALSE
20210828,08/28/21,Saturday,8,3,2021,TRUE
20210829,08/29/21,Sunday,8,3,2021,TRUE
20210830,08/30/21,Monday,8,3,2021,FALSE
20210831,08/31/21,Tuesday,8,3,2021,FALSE
20210901,09/01/21,Wednesday,9,3,2021,FALSE
20210902,09/02/21,Thursday,9,3,2021,FALSE
20210903,09/03/21,Friday,9,3,2021,FALSE
20210904,09/04/21,Saturday,9,3,2021,TRUE
20210905,09/05/21,Sunday,9,3,2021,TRUE
20210906,09/06/21,Monday,9,3,2021,FALSE
20210907,09/07/21,Tuesday,9,3,2021,FALSE
20210908,09/08/21,Wednesday,9,3,2021,FALSE
20210909,09/09/21,Thursday,9,3,2021,FALSE
20210910,09/10/21,Friday,9,3,2021,FALSE
20210911,09/11/21,Saturday,9,3,2021,TRUE
20210912,09/12/21,Sunday,9,3,2021,TRUE
20210913,09/13/21,Monday,9,3,2021,FALSE
20210914,09/14/21,Tuesday,9,3,2021,FALSE
20210915,09/15/21,Wednesday,9,3,2021,FALSE
20210916,09/16/21,Thursday,9,3,2021,FALSE
20210917,09/17/21,Friday,9,3,2021,FALSE
20210918,09/18/21,Saturday,9,3,2021,TRUE
20210919,09/19/21,Sunday,9,3,2021,TRUE
20210920,09/20/21,Monday,9,3,2021,FALSE
20210921,09/21/21,Tuesday,9,3,2021,FALSE
20210922,09/22/21,Wednesday,9,3,2021,FALSE
20210923,09/23/21,Thursday,9,3,2021,FALSE
20210924,09/24/21,Friday,9,3,2021,FALSE
20210925,09/25/21,Saturday,9,3,2021,TRUE
20210926,09/26/21,Sunday,9,3,2021,TRUE
20210927,09/27/21,Monday,9,3,2021,FALSE
20210928,09/28/21,Tuesday,9,3,2021,FALSE
20210929,09/29/21,Wednesday,9,3,2021,FALSE
20210930,09/30/21,Thursday,9,3,2021,FALSE
20211001,10/01/21,Friday,10,4,2021,FALSE
20211002,10/02/21,Saturday,10,4,2021,TRUE
20211003,10/03/21,Sunday,10,4,2021,TRUE
20211004,10/04/21,Monday,10,4,2021,FALSE
20211005,10/05/21,Tuesday,10,4,2021,FALSE
20211006,10/06/21,Wednesday,10,4,2021,FALSE
20211007,10/07/21,Thursday,10,4,2021,FALSE
20211008,10/08/21,Friday,10,4,2021,FALSE
20211009,10/09/21,Saturday,10,4,2021,TRUE
20211010,10/10/21,Sunday,10,4,2021,TRUE
20211011,10/11/21,Monday,10,4,2021,FALSE
20211012,10/12/21,Tuesday,10,4,2021,FALSE
20211013,10/13/21,Wednesday,10,4,2021,FALSE
20211014,10/14/21,Thursday,10,4,2021,FALSE
20211015,10/15/21,Friday,10,4,2021,FALSE
20211016,10/16/21,Saturday,10,4,2021,TRUE
20211017,10/17/21,Sunday,10,4,2021,TRUE
20211018,10/18/21,Monday,10,4,2021,FALSE
20211019,10/19/21,Tuesday,10,4,2021,FALSE
20211020,10/20/21,Wednesday,10,4,2021,FALSE
20211021,10/21/21,Thursday,10,4,2021,FALSE
20211022,10/22/21,Friday,10,4,2021,FALSE
20211023,10/23/21,Saturday,10,4,2021,TRUE
20211024,10/24/21,Sunday,10,4,2021,TRUE
20211025,10/25/21,Monday,10,4,2021,FALSE
20211026,10/26/21,Tuesday,10,4,2021,FALSE
20211027,10/27/21,Wednesday,10,4,2021,FALSE
20211028,10/28/21,Thursday,10,4,2021,FALSE
20211029,10/29/21,Friday,10,4,2021,FALSE
20211030,10/30/21,Saturday,10,4,2021,TRUE
20211031,10/31/21,Sunday,10,4,2021,TRUE
20211101,11/01/21,Monday,11,4,2021,FALSE
20211102,11/02/21,Tuesday,11,4,2021,FALSE
20211103,11/03/21,Wednesday,11,4,2021,FALSE
20211104,11/04/21,Thursday,11,4,2021,FALSE
20211105,11/05/21,Friday,11,4,2021,FALSE
20211106,11/06/21,Saturday,11,4,2021,TRUE
20211107,11/07/21,Sunday,11,4,2021,TRUE
20211108,11/08/21,Monday,11,4,2021,FALSE
20211109,11/09/21,Tuesday,11,4,2021,FALSE
20211110,11/10/21,Wednesday,11,4,2021,FALSE
20211111,11/11/21,Thursday,11,4,2021,FALSE
20211112,11/12/21,Friday,11,4,2021,FALSE
20211113,11/13/21,Saturday,11,4,2021,TRUE
20211114,11/14/21,Sunday,11,4,2021,TRUE
20211115,11/15/21,Monday,11,4,2021,FALSE
20211116,11/16/21,Tuesday,11,4,2021,FALSE
20211117,11/17/21,Wednesday,11,4,2021,FALSE
20211118,11/18/21,Thursday,11,4,2021,FALSE
20211119,11/19/21,Friday,11,4,2021,FALSE
20211120,11/20/21,Saturday,11,4,2021,TRUE
20211121,11/21/21,Sunday,11,4,2021,TRUE
20211122,11/22/21,Monday,11,4,2021,FALSE
20211123,11/23/21,Tuesday,11,4,2021,FALSE
20211124,11/24/21,Wednesday,11,4,2021,FALSE
20211125,11/25/21,Thursday,11,4,2021,FALSE
20211126,11/26/21,Friday,11,4,2021,FALSE
20211127,11/27/21,Saturday,11,4,2021,TRUE
20211128,11/28/21,Sunday,11,4,2021,TRUE
20211129,11/29/21,Monday,11,4,2021,FALSE
20211130,11/30/21,Tuesday,11,4,2021,FALSE
20211201,12/01/21,Wednesday,12,4,2021,FALSE
20211202,12/02/21,Thursday,12,4,2021,FALSE
20211203,12/03/21,Friday,12,4,2021,FALSE
20211204,12/04/21,Saturday,12,4,2021,TRUE
20211205,12/05/21,Sunday,12,4,2021,TRUE
20211206,12/06/21,Monday,12,4,2021,FALSE
20211207,12/07/21,Tuesday,12,4,2021,FALSE
20211208,12/08/21,Wednesday,12,4,2021,FALSE
20211209,12/09/21,Thursday,12,4,2021,FALSE
20211210,12/10/21,Friday,12,4,2021,FALSE
20211211,12/11/21,Saturday,12,4,2021,TRUE
20211212,12/12/21,Sunday,12,4,2021,TRUE
20211213,12/13/21,Monday,12,4,2021,FALSE
20211214,12/14/21,Tuesday,12,4,2021,FALSE
20211215,12/15/21,Wednesday,12,4,2021,FALSE
20211216,12/16/21,Thursday,12,4,2021,FALSE
20211217,12/17/21,Friday,12,4,2021,FALSE
20211218,12/18/21,Saturday,12,4,2021,TRUE
20211219,12/19/21,Sunday,12,4,2021,TRUE
20211220,12/20/21,Monday,12,4,2021,FALSE
20211221,12/21/21,Tuesday,12,4,2021,FALSE
20211222,12/22/21,Wednesday,12,4,2021,FALSE
20211223,12/23/21,Thursday,12,4,2021,FALSE
20211224,12/24/21,Friday,12,4,2021,FALSE
20211225,12/25/21,Saturday,12,4,2021,TRUE
20211226,12/26/21,Sunday,12,4,2021,TRUE
20211227,12/27/21,Monday,12,4,2021,FALSE
20211228,12/28/21,Tuesday,12,4,2021,FALSE
20211229,12/29/21,Wednesday,12,4,2021,FALSE
20211230,12/30/21,Thursday,12,4,2021,FALSE
20211231,12/31/21,Friday,12,4,2021,FALSE
20220101,01/01/22,Saturday,1,1,2022,TRUE
20220102,01/02/22,Sunday,1,1,2022,TRUE
20220103,01/03/22,Monday,1,1,2022,FALSE
20220104,01/04/22,Tuesday,1,1,2022,FALSE
20220105,01/05/22,Wednesday,1,1,2022,FALSE
20220106,01/06/22,Thursday,1,1,2022,FALSE
20220107,01/07/22,Friday,1,1,2022,FALSE
20220108,01/08/22,Saturday,1,1,2022,TRUE
20220109,01/09/22,Sunday,1,1,2022,TRUE
20220110,01/10/22,Monday,1,1,2022,FALSE
20220111,01/11/22,Tuesday,1,1,2022,FALSE
20220112,01/12/22,Wednesday,1,1,2022,FALSE
20220113,01/13/22,Thursday,1,1,2022,FALSE
20220114,01/14/22,Friday,1,1,2022,FALSE
20220115,01/15/22,Saturday,1,1,2022,TRUE
20220116,01/16/22,Sunday,1,1,2022,TRUE
20220117,01/17/22,Monday,1,1,2022,FALSE
20220118,01/18/22,Tuesday,1,1,2022,FALSE
20220119,01/19/22,Wednesday,1,1,2022,FALSE
20220120,01/20/22,Thursday,1,1,2022,FALSE
20220121,01/21/22,Friday,1,1,2022,FALSE
20220122,01/22/22,Saturday,1,1,2022,TRUE
20220123,01/23/22,Sunday,1,1,2022,TRUE
20220124,01/24/22,Monday,1,1,2022,FALSE
20220125,01/25/22,Tuesday,1,1,2022,FALSE
20220126,01/26/22,Wednesday,1,1,2022,FALSE
20220127,01/27/22,Thursday,1,1,2022,FALSE
20220128,01/28/22,Friday,1,1,2022,FALSE
20220129,01/29/22,Saturday,1,1,2022,TRUE
20220130,01/30/22,Sunday,1,1,2022,TRUE
20220131,01/31/22,Monday,1,1,2022,FALSE
20220201,02/01/22,Tuesday,2,1,2022,FALSE
20220202,02/02/22,Wednesday,2,1,2022,FALSE
20220203,02/03/22,Thursday,2,1,2022,FALSE
20220204,02/04/22,Friday,2,1,2022,FALSE
20220205,02/05/22,Saturday,2,1,2022,TRUE
20220206,02/06/22,Sunday,2,1,2022,TRUE
20220207,02/07/22,Monday,2,1,2022,FALSE
20220208,02/08/22,Tuesday,2,1,2022,FALSE
20220209,02/09/22,Wednesday,2,1,2022,FALSE
20220210,02/10/22,Thursday,2,1,2022,FALSE
20220211,02/11/22,Friday,2,1,2022,FALSE
20220212,02/12/22,Saturday,2,1,2022,TRUE
20220213,02/13/22,Sunday,2,1,2022,TRUE
20220214,02/14/22,Monday,2,1,2022,FALSE
20220215,02/15/22,Tuesday,2,1,2022,FALSE
20220216,02/16/22,Wednesday,2,1,2022,FALSE
20220217,02/17/22,Thursday,2,1,2022,FALSE
20220218,02/18/22,Friday,2,1,2022,FALSE
20220219,02/19/22,Saturday,2,1,2022,TRUE
20220220,02/20/22,Sunday,2,1,2022,TRUE
20220221,02/21/22,Monday,2,1,2022,FALSE
20220222,02/22/22,Tuesday,2,1,2022,FALSE
20220223,02/23/22,Wednesday,2,1,2022,FALSE
20220224,02/24/22,Thursday,2,1,2022,FALSE
20220225,02/25/22,Friday,2,1,2022,FALSE
20220226,02/26/22,Saturday,2,1,2022,TRUE
20220227,02/27/22,Sunday,2,1,2022,TRUE
20220228,02/28/22,Monday,2,1,2022,FALSE
20220301,03/01/22,Tuesday,3,1,2022,FALSE
20220302,03/02/22,Wednesday,3,1,2022,FALSE
20220303,03/03/22,Thursday,3,1,2022,FALSE
20220304,03/04/22,Friday,3,1,2022,FALSE
20220305,03/05/22,Saturday,3,1,2022,TRUE
20220306,03/06/22,Sunday,3,1,2022,TRUE
20220307,03/07/22,Monday,3,1,2022,FALSE
20220308,03/08/22,Tuesday,3,1,2022,FALSE
20220309,03/09/22,Wednesday,3,1,2022,FALSE
20220310,03/10/22,Thursday,3,1,2022,FALSE
20220311,03/11/22,Friday,3,1,2022,FALSE
20220312,03/12/22,Saturday,3,1,2022,TRUE
20220313,03/13/22,Sunday,3,1,2022,TRUE
20220314,03/14/22,Monday,3,1,2022,FALSE
20220315,03/15/22,Tuesday,3,1,2022,FALSE
20220316,03/16/22,Wednesday,3,1,2022,FALSE
20220317,03/17/22,Thursday,3,1,2022,FALSE
20220318,03/18/22,Friday,3,1,2022,FALSE
20220319,03/19/22,Saturday,3,1,2022,TRUE
20220320,03/20/22,Sunday,3,1,2022,TRUE
20220321,03/21/22,Monday,3,1,2022,FALSE
20220322,03/22/22,Tuesday,3,1,2022,FALSE
20220323,03/23/22,Wednesday,3,1,2022,FALSE
20220324,03/24/22,Thursday,3,1,2022,FALSE
20220325,03/25/22,Friday,3,1,2022,FALSE
20220326,03/26/22,Saturday,3,1,2022,TRUE
20220327,03/27/22,Sunday,3,1,2022,TRUE
20220328,03/28/22,Monday,3,1,2022,FALSE
20220329,03/29/22,Tuesday,3,1,2022,FALSE
20220330,03/30/22,Wednesday,3,1,2022,FALSE
20220331,03/31/22,Thursday,3,1,2022,FALSE
20220401,04/01/22,Friday,4,2,2022,FALSE
20220402,04/02/22,Saturday,4,2,2022,TRUE
20220403,04/03/22,Sunday,4,2,2022,TRUE
20220404,04/04/22,Monday,4,2,2022,FALSE
20220405,04/05/22,Tuesday,4,2,2022,FALSE
20220406,04/06/22,Wednesday,4,2,2022,FALSE
20220407,04/07/22,Thursday,4,2,2022,FALSE
20220408,04/08/22,Friday,4,2,2022,FALSE
20220409,04/09/22,Saturday,4,2,2022,TRUE
20220410,04/10/22,Sunday,4,2,2022,TRUE
20220411,04/11/22,Monday,4,2,2022,FALSE
20220412,04/12/22,Tuesday,4,2,2022,FALSE
20220413,04/13/22,Wednesday,4,2,2022,FALSE
20220414,04/14/22,Thursday,4,2,2022,FALSE
20220415,04/15/22,Friday,4,2,2022,FALSE
20220416,04/16/22,Saturday,4,2,2022,TRUE
20220417,04/17/22,Sunday,4,2,2022,TRUE
20220418,04/18/22,Monday,4,2,2022,FALSE
20220419,04/19/22,Tuesday,4,2,2022,FALSE
20220420,04/20/22,Wednesday,4,2,2022,FALSE
20220421,04/21/22,Thursday,4,2,2022,FALSE
20220422,04/22/22,Friday,4,2,2022,FALSE
20220423,04/23/22,Saturday,4,2,2022,TRUE
20220424,04/24/22,Sunday,4,2,2022,TRUE
20220425,04/25/22,Monday,4,2,2022,FALSE
20220426,04/26/22,Tuesday,4,2,2022,FALSE
20220427,04/27/22,Wednesday,4,2,2022,FALSE
20220428,04/28/22,Thursday,4,2,2022,FALSE
20220429,04/29/22,Friday,4,2,2022,FALSE
20220430,04/30/22,Saturday,4,2,2022,TRUE
20220501,05/01/22,Sunday,5,2,2022,TRUE
20220502,05/02/22,Monday,5,2,2022,FALSE
20220503,05/03/22,Tuesday,5,2,2022,FALSE
20220504,05/04/22,Wednesday,5,2,2022,FALSE
20220505,05/05/22,Thursday,5,2,2022,FALSE
20220506,05/06/22,Friday,5,2,2022,FALSE
20220507,05/07/22,Saturday,5,2,2022,TRUE
20220508,05/08/22,Sunday,5,2,2022,TRUE
20220509,05/09/22,Monday,5,2,2022,FALSE
20220510,05/10/22,Tuesday,5,2,2022,FALSE
20220511,05/11/22,Wednesday,5,2,2022,FALSE
20220512,05/12/22,Thursday,5,2,2022,FALSE
20220513,05/13/22,Friday,5,2,2022,FALSE
20220514,05/14/22,Saturday,5,2,2022,TRUE
20220515,05/15/22,Sunday,5,2,2022,TRUE
20220516,05/16/22,Monday,5,2,2022,FALSE
20220517,05/17/22,Tuesday,5,2,2022,FALSE
20220518,05/18/22,Wednesday,5,2,2022,FALSE
20220519,05/19/22,Thursday,5,2,2022,FALSE
20220520,05/20/22,Friday,5,2,2022,FALSE
20220521,05/21/22,Saturday,5,2,2022,TRUE
20220522,05/22/22,Sunday,5,2,2022,TRUE
20220523,05/23/22,Monday,5,2,2022,FALSE
20220524,05/24/22,Tuesday,5,2,2022,FALSE
20220525,05/25/22,Wednesday,5,2,2022,FALSE
20220526,05/26/22,Thursday,5,2,2022,FALSE
20220527,05/27/22,Friday,5,2,2022,FALSE
20220528,05/28/22,Saturday,5,2,2022,TRUE
20220529,05/29/22,Sunday,5,2,2022,TRUE
20220530,05/30/22,Monday,5,2,2022,FALSE
20220531,05/31/22,Tuesday,5,2,2022,FALSE
20220601,06/01/22,Wednesday,6,2,2022,FALSE
20220602,06/02/22,Thursday,6,2,2022,FALSE
20220603,06/03/22,Friday,6,2,2022,FALSE
20220604,06/04/22,Saturday,6,2,2022,TRUE
20220605,06/05/22,Sunday,6,2,2022,TRUE
20220606,06/06/22,Monday,6,2,2022,FALSE
20220607,06/07/22,Tuesday,6,2,2022,FALSE
20220608,06/08/22,Wednesday,6,2,2022,FALSE
20220609,06/09/22,Thursday,6,2,2022,FALSE
20220610,06/10/22,Friday,6,2,2022,FALSE
20220611,06/11/22,Saturday,6,2,2022,TRUE
20220612,06/12/22,Sunday,6,2,2022,TRUE
20220613,06/13/22,Monday,6,2,2022,FALSE
20220614,06/14/22,Tuesday,6,2,2022,FALSE
20220615,06/15/22,Wednesday,6,2,2022,FALSE
20220616,06/16/22,Thursday,6,2,2022,FALSE
20220617,06/17/22,Friday,6,2,2022,FALSE
20220618,06/18/22,Saturday,6,2,2022,TRUE
20220619,06/19/22,Sunday,6,2,2022,TRUE
20220620,06/20/22,Monday,6,2,2022,FALSE
20220621,06/21/22,Tuesday,6,2,2022,FALSE
20220622,06/22/22,Wednesday,6,2,2022,FALSE
20220623,06/23/22,Thursday,6,2,2022,FALSE
20220624,06/24/22,Friday,6,2,2022,FALSE
20220625,06/25/22,Saturday,6,2,2022,TRUE
20220626,06/26/22,Sunday,6,2,2022,TRUE
20220627,06/27/22,Monday,6,2,2022,FALSE
20220628,06/28/22,Tuesday,6,2,2022,FALSE
20220629,06/29/22,Wednesday,6,2,2022,FALSE
20220630,06/30/22,Thursday,6,2,2022,FALSE
20220701,07/01/22,Friday,7,3,2022,FALSE
20220702,07/02/22,Saturday,7,3,2022,TRUE
